date,BTC_price,ETH_price,BNB_price
2019-05-21,7963.32763671875,255.21588134765625,32.00737762451172
2019-05-22,7680.06640625,244.69891357421875,31.422042846679688
2019-05-23,7881.8466796875,245.96566772460938,31.515735626220703
2019-05-24,7987.37158203125,249.4849853515625,33.841392517089844
2019-05-25,8052.5439453125,251.75987243652344,35.0531005859375
2019-05-26,8673.2158203125,267.06964111328125,34.10485076904297
2019-05-27,8805.7783203125,272.8626403808594,33.68067932128906
2019-05-28,8719.9619140625,271.7687072753906,33.36094665527344
2019-05-29,8659.4873046875,269.4556884765625,33.744354248046875
2019-05-30,8319.47265625,255.85894775390625,32.29106521606445
2019-05-31,8574.501953125,268.1135559082031,32.748165130615234
2019-06-01,8564.0166015625,265.3912658691406,33.013648986816406
2019-06-02,8742.9580078125,270.22552490234375,33.174049377441406
2019-06-03,8208.9951171875,252.60792541503906,31.391956329345703
2019-06-04,7707.77099609375,241.3387908935547,29.380624771118164
2019-06-05,7824.2314453125,247.05101013183594,31.006263732910156
2019-06-06,7822.0234375,249.47433471679688,31.480104446411133
2019-06-07,8043.951171875,250.93035888671875,31.587482452392578
2019-06-08,7954.1279296875,245.73809814453125,32.066322326660156
2019-06-09,7688.0771484375,233.08670043945312,30.558286666870117
2019-06-10,8000.32958984375,247.52012634277344,32.064727783203125
2019-06-11,7927.71435546875,245.78182983398438,32.262657165527344
2019-06-12,8145.857421875,260.9032897949219,34.68638610839844
2019-06-13,8230.923828125,256.1687927246094,35.14314270019531
2019-06-14,8693.8330078125,264.08746337890625,33.07638168334961
2019-06-15,8838.375,269.0193176269531,32.825862884521484
2019-06-16,8994.48828125,269.22320556640625,32.40272521972656
2019-06-17,9320.3525390625,274.3511047363281,33.917877197265625
2019-06-18,9081.7626953125,265.0518493652344,34.339508056640625
2019-06-19,9273.521484375,269.4317932128906,35.28719711303711
2019-06-20,9527.16015625,271.69500732421875,36.7260627746582
2019-06-21,10144.556640625,294.9102783203125,38.81591796875
2019-06-22,10701.69140625,309.38031005859375,37.79975509643555
2019-06-23,10855.37109375,307.8277893066406,37.134727478027344
2019-06-24,11011.1025390625,310.4246826171875,37.43363952636719
2019-06-25,11790.9169921875,318.1263122558594,36.0082893371582
2019-06-26,13016.2314453125,336.753173828125,35.69831085205078
2019-06-27,11182.806640625,294.26763916015625,33.82358932495117
2019-06-28,12407.33203125,311.2261047363281,34.549739837646484
2019-06-29,11959.37109375,320.05889892578125,35.360107421875
2019-06-30,10817.1552734375,290.69598388671875,32.442481994628906
2019-07-01,10583.134765625,293.64111328125,32.922298431396484
2019-07-02,10801.677734375,291.596435546875,32.00923538208008
2019-07-03,11961.26953125,303.0999755859375,32.66749954223633
2019-07-04,11215.4375,284.5232238769531,32.89332580566406
2019-07-05,10978.4599609375,287.9975280761719,32.713165283203125
2019-07-06,11208.55078125,287.547119140625,32.530941009521484
2019-07-07,11450.8466796875,305.7005615234375,33.24106216430664
2019-07-08,12285.9580078125,313.25140380859375,33.46968078613281
2019-07-09,12573.8125,308.8810119628906,32.70764923095703
2019-07-10,12156.5126953125,290.0023193359375,31.47737693786621
2019-07-11,11358.662109375,268.70404052734375,29.641971588134766
2019-07-12,11815.986328125,276.2767028808594,31.6943302154541
2019-07-13,11392.37890625,269.45880126953125,31.506933212280273
2019-07-14,10256.05859375,227.57806396484375,28.92428207397461
2019-07-15,10895.08984375,229.7760009765625,28.393447875976562
2019-07-16,9477.6416015625,199.1886749267578,25.525009155273438
2019-07-17,9693.802734375,211.48497009277344,27.219600677490234
2019-07-18,10666.482421875,226.566162109375,28.92281150817871
2019-07-19,10530.732421875,221.3334197998047,29.078393936157227
2019-07-20,10767.1396484375,229.1192169189453,30.872243881225586
2019-07-21,10599.10546875,225.63076782226562,30.519542694091797
2019-07-22,10343.1064453125,217.5600128173828,30.634586334228516
2019-07-23,9900.767578125,212.728515625,29.585195541381836
2019-07-24,9811.92578125,217.04637145996094,29.16371726989746
2019-07-25,9911.841796875,219.6179962158203,29.002431869506836
2019-07-26,9870.3037109375,219.62960815429688,28.979188919067383
2019-07-27,9477.677734375,207.40830993652344,27.8856258392334
2019-07-28,9552.8603515625,211.18655395507812,27.83517074584961
2019-07-29,9519.1455078125,211.26805114746094,27.203271865844727
2019-07-30,9607.423828125,210.52259826660156,26.942304611206055
2019-07-31,10085.6279296875,218.65414428710938,27.64455795288086
2019-08-01,10399.6689453125,217.80844116210938,28.773273468017578
2019-08-02,10518.1748046875,217.87156677246094,28.038482666015625
2019-08-03,10821.7265625,222.49034118652344,27.889860153198242
2019-08-04,10970.1845703125,222.6697235107422,27.556161880493164
2019-08-05,11805.6533203125,234.21502685546875,28.011878967285156
2019-08-06,11478.1689453125,226.02064514160156,27.63808822631836
2019-08-07,11941.96875,226.39100646972656,29.354368209838867
2019-08-08,11966.4072265625,220.94186401367188,30.83284568786621
2019-08-09,11862.9365234375,210.48890686035156,29.96147346496582
2019-08-10,11354.0244140625,206.73353576660156,29.68185806274414
2019-08-11,11523.5791015625,216.09286499023438,30.057254791259766
2019-08-12,11382.6162109375,211.28807067871094,30.166881561279297
2019-08-13,10895.830078125,208.70904541015625,29.466278076171875
2019-08-14,10051.7041015625,186.6077423095703,27.105581283569336
2019-08-15,10311.5458984375,188.50205993652344,28.043447494506836
2019-08-16,10374.3388671875,185.44007873535156,27.64457130432129
2019-08-17,10231.744140625,185.68768310546875,27.48052215576172
2019-08-18,10345.810546875,194.4935302734375,27.932445526123047
2019-08-19,10916.0537109375,203.09193420410156,28.809003829956055
2019-08-20,10763.232421875,196.56541442871094,28.167490005493164
2019-08-21,10138.0498046875,186.89163208007812,26.993715286254883
2019-08-22,10131.0556640625,191.33291625976562,27.089191436767578
2019-08-23,10407.96484375,194.70620727539062,27.170530319213867
2019-08-24,10159.9609375,191.28956604003906,26.495662689208984
2019-08-25,10138.517578125,186.84239196777344,26.131847381591797
2019-08-26,10370.8203125,188.92938232421875,26.10832977294922
2019-08-27,10185.5,187.51666259765625,25.68897819519043
2019-08-28,9754.4228515625,173.8899688720703,23.70286750793457
2019-08-29,9510.2001953125,169.51673889160156,21.889606475830078
2019-08-30,9598.173828125,168.83486938476562,22.218856811523438
2019-08-31,9630.6640625,172.46978759765625,21.265914916992188
2019-09-01,9757.970703125,171.62942504882812,21.56867027282715
